model_name,developer_company,release_year,model_version,model_description,primary_use_case,supports_multilingual,supports_code_generation,supports_reasoning,supports_chat,access_type,license_type,commercial_use_allowed,training_scale,estimated_parameters,compute_intensity,model_category
Nova-3,DeepMind,2022,v4.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Closed,Open,1,Large,92522876,Low,Enterprise
Helios-3,AI Labs,2021,v4.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,1,Open,Open,0,Medium,118174719,Medium,Open-Source
Aurora-2,AI Labs,2020,v4.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,API,Open,0,Medium,57163659,High,Enterprise
Aurora-3,Cohere,2025,v3.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Open,Commercial,0,Small,236691006,High,Enterprise
Nimbus-7,Cohere,2025,v2.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,Closed,Research,0,Large,58904380,Medium,Enterprise
Orion-7,NeuralWorks,2018,v2.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Open,1,Small,49532405,Medium,Enterprise
Zenith-8,Cohere,2020,v4.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,1,Closed,Research,0,Small,110157657,Medium,Research
Nova-3,AI Labs,2023,v1.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,1,API,Open,1,Large,115080707,Medium,Research
Helios-8,Anthropic,2019,v4.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,1,Closed,Open,1,Large,212446802,High,Open-Source
Zenith-8,NeuralWorks,2018,v2.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Closed,Open,0,Large,214771664,Low,Research
Nova-3,Mistral AI,2021,v1.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Closed,Open,0,Medium,81931986,Medium,Open-Source
Helios-8,OpenAI,2022,v4.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,Open,Commercial,0,Large,218150083,Low,Enterprise
Zenith-3,NeuralWorks,2024,v4.0,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Closed,Commercial,1,Large,63254702,High,Research
Vertex-6,Mistral AI,2023,v5.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,API,Research,0,Small,181987606,High,Enterprise
Orion-4,AI Labs,2025,v4.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,0,Closed,Commercial,1,Small,199264505,Medium,Open-Source
Zenith-5,OpenAI,2022,v2.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Commercial,0,Large,60959506,Medium,Enterprise
Aurora-9,Cohere,2021,v2.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Closed,Commercial,1,Medium,132050567,High,Open-Source
Nimbus-8,OpenAI,2019,v3.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,API,Open,0,Medium,163127487,Medium,Open-Source
Aurora-3,DeepMind,2019,v4.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,API,Research,1,Large,254896132,Low,Enterprise
Orion-3,DeepMind,2018,v5.6,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,Closed,Research,0,Medium,70668099,Medium,Enterprise
Cosmos-6,Google AI,2021,v2.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Open,1,Large,226896373,High,Enterprise
Zenith-9,Cohere,2025,v5.0,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,Closed,Research,1,Large,268884974,Low,Open-Source
Atlas-7,DeepMind,2024,v1.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,0,Open,Open,1,Medium,157671301,Medium,Open-Source
Cosmos-1,Meta AI,2020,v5.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,API,Open,1,Small,202479241,High,Enterprise
Helios-2,Google AI,2024,v2.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,API,Commercial,1,Medium,117905036,Medium,Research
Orion-6,Baidu,2019,v3.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,1,1,Closed,Commercial,1,Small,96362569,Medium,Open-Source
Aurora-9,Baidu,2025,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,1,Open,Open,0,Large,121362492,Low,Enterprise
Nimbus-9,Google AI,2024,v1.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,0,Closed,Research,1,Large,275521129,Low,Open-Source
Cosmos-6,Anthropic,2020,v4.3,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Open,Research,1,Medium,132558590,High,Research
Cosmos-4,Meta AI,2025,v5.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,API,Research,0,Large,18353044,High,Open-Source
Helios-9,Mistral AI,2024,v1.6,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,1,Closed,Open,0,Medium,214887618,High,Open-Source
Zenith-7,AI Labs,2025,v4.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,0,API,Research,1,Medium,183447327,Low,Research
Cosmos-4,DeepMind,2019,v3.1,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,Closed,Commercial,1,Medium,242793859,High,Research
Nimbus-5,NeuralWorks,2018,v2.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Commercial,1,Medium,85987979,High,Enterprise
Orion-8,Mistral AI,2022,v2.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,API,Research,0,Small,163648571,Low,Open-Source
Aurora-5,Baidu,2024,v4.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,API,Commercial,1,Medium,91796078,High,Open-Source
Atlas-8,Cohere,2018,v1.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,0,Open,Commercial,0,Large,106732541,Medium,Enterprise
Cosmos-1,AI Labs,2021,v2.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,0,1,API,Research,1,Large,288093799,High,Enterprise
Neptune-1,Mistral AI,2021,v2.4,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,1,Open,Research,1,Large,149969093,Low,Open-Source
Nova-2,Meta AI,2022,v1.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,1,1,Open,Open,0,Medium,40220861,Low,Open-Source
Neptune-8,Google AI,2025,v2.1,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,0,API,Commercial,0,Large,238641513,High,Enterprise
Nimbus-8,OpenAI,2022,v4.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,0,1,API,Commercial,1,Large,161866534,Medium,Research
Nova-6,DeepMind,2022,v4.1,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,0,1,API,Commercial,1,Small,96989924,Low,Open-Source
Orion-2,Mistral AI,2023,v5.2,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,0,Closed,Open,1,Medium,285756072,Medium,Enterprise
Orion-4,NeuralWorks,2020,v3.2,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,1,0,0,API,Open,0,Medium,278275728,Medium,Research
Nimbus-7,DeepMind,2021,v3.7,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,Closed,Open,1,Large,170300443,Medium,Open-Source
Helios-7,Cohere,2018,v4.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,1,Closed,Research,0,Small,138401012,Medium,Enterprise
Aurora-6,Cohere,2024,v3.8,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Open,Research,0,Small,175742374,High,Enterprise
Nimbus-8,OpenAI,2024,v4.3,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,0,0,Open,Open,1,Medium,289780563,Medium,Enterprise
Orion-2,Mistral AI,2020,v1.5,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,1,API,Research,0,Medium,132655065,Medium,Enterprise
Vertex-5,AI Labs,2022,v1.2,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,API,Research,0,Medium,252430822,Low,Open-Source
Zenith-6,Anthropic,2022,v3.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,0,1,Closed,Commercial,1,Small,284681184,Low,Enterprise
Zenith-1,NeuralWorks,2024,v1.8,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,1,1,API,Research,0,Large,50469174,High,Open-Source
Vertex-3,AI Labs,2019,v5.7,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,1,1,Closed,Commercial,0,Large,178397957,Low,Research
Nimbus-6,Mistral AI,2024,v1.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Open,Research,1,Medium,81796344,Medium,Research
Nimbus-6,AI Labs,2025,v2.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,0,0,Open,Commercial,0,Small,15079166,High,Research
Aurora-3,AI Labs,2023,v1.5,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,0,0,0,Closed,Research,1,Medium,126079567,Low,Open-Source
Aurora-3,Mistral AI,2019,v4.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,1,0,Closed,Commercial,1,Small,111397980,Medium,Enterprise
Neptune-2,Meta AI,2019,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,1,1,1,Closed,Research,0,Small,273145333,Medium,Open-Source
Orion-9,Google AI,2025,v1.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,1,1,0,Closed,Commercial,1,Small,234081905,High,Enterprise
Nova-2,Cohere,2025,v1.4,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,1,0,0,0,Open,Open,0,Small,279433078,Low,Enterprise
Cosmos-1,OpenAI,2021,v3.5,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,0,Open,Open,0,Large,98503645,Medium,Research
Atlas-1,Mistral AI,2021,v3.6,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,1,1,0,Open,Commercial,0,Medium,19373209,High,Research
Helios-1,AI Labs,2024,v5.8,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,0,0,0,0,Closed,Research,0,Medium,36608353,Low,Research
Cosmos-7,AI Labs,2025,v2.9,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,1,1,1,Closed,Research,1,Large,290902824,Medium,Enterprise
Neptune-8,Mistral AI,2021,v2.3,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,0,0,0,0,API,Research,1,Medium,57493966,Low,Open-Source
Orion-3,DeepMind,2023,v4.9,"A research focused language model designed for text understanding, generation, and analysis tasks.",Research,1,0,1,1,Closed,Open,0,Large,19374573,High,Research
Aurora-4,Meta AI,2018,v2.0,"A enterprise focused language model designed for text understanding, generation, and analysis tasks.",Enterprise,0,0,1,1,Open,Open,1,Medium,185630857,Low,Enterprise
Nimbus-7,Mistral AI,2021,v4.9,"A open-source focused language model designed for text understanding, generation, and analysis tasks.",Open-Source,1,1,0,1,API,Open,1,Medium,101029466,Medium,Open-Source
